DateTime4,LV ActivePower (kW),Theoretical_Power_Curve (KWh),Wind Speed (m/s),Temperature,DewPoint,Humidity,Pressure
27-10-2018 0.50,2356.391357,2640.199722,9.770384471,52,43,71,29.81
27-10-2018 1.20,2515.278646,2970.407471,10.32996591,54,41,62,29.81
27-10-2018 1.50,2653.785726,3137.449522,10.66058318,52,41,67,29.81
27-10-2018 2.20,2379.288005,2774.602879,9.97686672,52,41,67,29.81
27-10-2018 2.50,2657.480957,3099.36932,10.57249673,50,43,88,29.64
27-10-2018 3.20,2536.762939,3048.089343,10.47349994,50,43,88,29.64
27-10-2018 3.50,2431.676351,2805.894085,10.03018602,52,41,67,29.81
27-10-2018 4.20,2471.819987,2882.39968,10.18414211,54,41,62,29.81
27-10-2018 4.50,2070.428304,2461.254959,9.491284688,50,41,71,29.81
27-10-2018 5.20,1862.034627,2165.071987,9.032377879,50,41,71,29.81
27-10-2018 5.50,1686.162028,1942.277922,8.680431684,52,41,67,29.81
27-10-2018 5.50,1686.162028,1942.277922,8.680431684,50,41,71,29.81
27-10-2018 6.20,1419.88562,1594.588203,8.108983676,52,41,67,29.81
27-10-2018 6.20,1419.88562,1594.588203,8.108983676,50,39,66,29.81
27-10-2018 6.50,1151.80367,1222.052581,7.425280571,54,39,58,29.81
27-10-2018 7.20,1363.572672,1444.66382,7.832656861,55,39,54,29.81
27-10-2018 7.50,1261.866658,1291.714438,7.564014117,55,39,54,29.84
27-10-2018 8.20,1285.363017,1259.704401,7.477824052,57,41,55,29.84
27-10-2018 8.50,1142.57902,1136.219034,7.255633036,59,41,51,29.84
27-10-2018 9.20,1577.463705,1697.245523,8.271015167,61,39,45,29.84
27-10-2018 9.50,2041.978963,2265.791223,9.182285627,63,39,42,29.84
27-10-2018 10.20,2199.169027,2522.173083,9.584468841,64,43,45,29.84
27-10-2018 10.50,2075.765015,2296.15299,9.244998614,64,41,42,29.84
27-10-2018 11.20,1866.779378,2064.52873,8.849298954,66,41,40,29.84
27-10-2018 11.50,1315.131958,1431.837567,7.817295869,66,43,43,29.84
27-10-2018 12.20,1442.984293,1552.762939,8.016344389,66,41,40,29.84
27-10-2018 12.50,1643.480672,1769.406396,8.399457296,68,43,40,29.81
27-10-2018 13.20,1466.172648,1521.095696,7.974006017,68,43,40,29.81
27-10-2018 13.50,1970.79362,2191.222295,9.071612994,68,43,40,29.81
27-10-2018 14.20,2858.826986,3320.115924,11.32573986,68,41,37,29.81
27-10-2018 14.50,3431.359294,3578.829606,13.00466315,68,41,37,29.81
27-10-2018 15.20,3604.21167,3600,13.93303998,68,41,37,29.81
27-10-2018 15.50,3604.277344,3600,14.17398643,68,43,40,29.78
27-10-2018 16.20,3604.303304,3600,14.35432339,68,43,40,29.78
27-10-2018 16.50,3604.258626,3600,14.80742995,68,46,46,29.78
27-10-2018 17.20,3604.236002,3600,14.57551988,66,46,49,29.78
27-10-2018 17.50,3604.146647,3600,16.21649996,63,48,59,29.78
27-10-2018 18.20,3603.78776,3600,18.10619036,61,48,63,29.81
27-10-2018 18.50,3603.51237,3600,18.37559954,59,50,72,29.81
27-10-2018 19.20,3603.814697,3600,18.15001679,61,50,68,29.81
27-10-2018 19.50,3603.71167,3600,18.23904991,63,48,59,29.81
27-10-2018 20.20,3603.563314,3600,18.1390934,61,46,59,29.81
27-10-2018 20.50,3602.906982,3600,18.97662354,61,46,59,29.81
27-10-2018 21.20,3603.082031,3600,19.32595062,61,48,63,29.81
27-10-2018 21.50,3603.145671,3600,18.88116646,61,46,59,29.81
27-10-2018 22.20,3603.070719,3600,18.49624634,61,43,52,29.81
27-10-2018 22.50,3603.071045,3600,17.89637629,59,46,63,29.81
27-10-2018 23.20,3603.142659,3600,17.85050011,57,46,67,29.81
27-10-2018 23.50,3603.177002,3600,17.34495608,57,46,67,29.81
28-10-2018 0.20,3603.010335,3600,16.13210297,61,43,52,29.81
28-10-2018 0.50,3602.971029,3600,16.03241285,61,43,52,29.81
28-10-2018 1.20,3603.041992,3600,15.58933004,59,45,59,29.84
28-10-2018 1.50,3603.010335,3600,14.90937328,59,45,59,29.84
28-10-2018 2.20,3603.076334,3600,14.27238655,57,45,63,29.84
28-10-2018 2.50,3603.011637,3600,14.79289977,50,43,88,29.64
28-10-2018 3.20,3602.985677,3600,14.47551695,50,43,88,29.64
28-10-2018 3.50,3603.118978,3600,15.09456667,55,45,67,29.84
28-10-2018 4.20,3603.051025,3600,14.9374164,55,45,67,29.84
28-10-2018 4.50,3600.076986,3600,13.92420323,55,45,67,29.84
28-10-2018 5.20,3602.171306,3600,13.94465669,57,45,63,29.84
28-10-2018 5.50,3603.27832,3600,14.77827008,55,43,63,29.84
28-10-2018 5.50,3603.27832,3600,14.77827008,54,43,67,29.87
28-10-2018 6.20,3603.453695,3600,15.39208317,55,45,67,29.87
28-10-2018 6.20,3603.453695,3600,15.39208317,54,43,67,29.87
28-10-2018 6.50,3602.854655,3600,14.6540664,55,43,63,29.87
28-10-2018 7.20,3603.222657,3600,13.87556648,55,43,63,29.87
28-10-2018 7.50,3389.696696,3509.214365,12.90837669,57,45,63,29.9
28-10-2018 8.20,3440.144368,3575.797838,12.55931695,63,45,52,29.9
28-10-2018 8.50,3164.24235,3398.944521,11.55401993,64,41,42,29.9
28-10-2018 9.20,2652.797363,2905.452861,10.44183286,64,43,45,29.9
28-10-2018 9.50,1576.222616,1669.595962,8.136462371,66,43,43,29.9
28-10-2018 10.20,571.2740885,609.5774072,5.941384315,68,43,40,29.9
28-10-2018 10.50,886.7951864,943.8327711,6.829361757,68,41,37,29.9
28-10-2018 11.20,613.0188701,644.9835988,5.988844236,70,39,33,29.9
28-10-2018 11.50,319.9998678,360.8036966,5.094214757,70,39,33,29.9
28-10-2018 12.20,307.3047892,336.4611713,4.989589055,72,39,31,29.9
28-10-2018 12.50,354.6085714,378.4979003,5.131327947,72,39,31,29.9
28-10-2018 13.20,127.6157176,108.8700158,3.889371077,72,39,31,29.87
28-10-2018 13.50,213.3619029,253.942679,4.634320895,72,41,33,29.87
28-10-2018 14.20,346.833435,407.3437145,5.251119932,72,41,33,29.87
28-10-2018 14.50,1114.347209,1297.104159,7.315740427,72,41,33,29.87
28-10-2018 15.20,2295.101969,2727.250322,9.914072673,72,43,35,29.87
28-10-2018 15.50,2122.030274,2408.120425,9.428609212,72,43,35,29.87
28-10-2018 16.20,2463.609294,2886.246766,10.16160361,70,43,38,29.87
28-10-2018 16.50,2161.618327,2476.432011,9.51470534,70,43,38,29.87
28-10-2018 17.20,1537.744669,1759.041146,8.376549244,68,43,40,29.87
28-10-2018 17.50,1180.237997,1418.064246,7.796542962,66,45,46,29.87
28-10-2018 18.20,1268.210693,1549.206726,8.022403717,64,45,49,29.87
28-10-2018 18.50,1808.686361,2183.170799,9.058705966,64,43,45,29.87
28-10-2018 19.20,1722.447021,2073.646534,8.887127876,61,45,55,29.87
28-10-2018 19.50,1544.314331,1772.890073,8.406351089,63,46,55,29.87
28-10-2018 20.20,1370.413981,1574.579798,8.074157715,63,46,55,29.87
28-10-2018 20.50,1212.295654,1388.475262,7.734217961,61,46,59,29.87
28-10-2018 21.20,1216.243551,1404.963582,7.761778355,61,45,55,29.87
28-10-2018 21.50,1806.104045,2266.165375,9.1882871,61,45,55,29.87
28-10-2018 22.20,1418.357015,1599.05496,8.092300097,59,45,59,29.87
28-10-2018 22.50,1644.016683,1836.793514,8.484241645,61,45,55,29.87
28-10-2018 23.20,1472.445679,1634.537868,8.178434372,61,43,52,29.87
28-10-2018 23.50,2020.128988,2343.146451,9.316961924,59,43,55,29.87
29-10-2018 0.20,1887.918294,2340.993285,9.303017616,61,45,55,29.87
29-10-2018 0.50,1415.94633,1737.787579,8.349854151,59,45,59,29.87
29-10-2018 1.20,1110.038005,1337.927869,7.646599769,57,45,63,29.87
29-10-2018 1.50,1580.83431,2018.754732,8.77957487,55,45,67,29.87
29-10-2018 2.20,1581.891561,2004.652829,8.752013048,57,45,63,29.87
29-10-2018 2.50,1011.781393,1275.786864,7.471896808,50,43,88,29.64
29-10-2018 3.20,925.4861858,1105.149494,7.186021328,50,43,88,29.64
29-10-2018 3.50,842.0763448,1022.606273,6.941938718,57,45,63,29.87
29-10-2018 4.20,462.0074972,619.3338483,5.961373647,57,45,63,29.87
29-10-2018 4.50,339.1623332,449.7667399,5.430219333,55,45,67,29.87
29-10-2018 5.20,660.9755859,793.7053134,6.425811608,55,46,72,29.87
29-10-2018 5.50,1193.957031,1402.232607,7.762188911,57,46,67,29.87
29-10-2018 5.50,1193.957031,1402.232607,7.762188911,55,46,72,29.87
29-10-2018 6.20,823.7380575,958.5108834,6.804660002,54,45,72,29.87
29-10-2018 6.20,823.7380575,958.5108834,6.804660002,57,45,63,29.87
29-10-2018 6.50,26.70368958,19.56509919,1.986297329,57,45,63,29.87
29-10-2018 7.20,38.7680127,62.70554162,3.307806651,55,45,67,29.87
29-10-2018 7.50,19.44189572,15.89237997,2.675591588,61,45,55,29.9
29-10-2018 8.20,0,0,2.332257628,63,48,59,29.9
29-10-2018 8.50,0,0,1.687846343,64,46,52,29.9
29-10-2018 9.20,15.83257039,14.76151228,2.933546623,66,46,49,29.9
29-10-2018 9.50,2.947809219,0,2.38993597,66,46,49,29.9
29-10-2018 10.20,79.6769816,91.80057724,3.788242578,68,46,46,29.87
29-10-2018 10.50,17.21567154,12.71247855,2.976938963,68,46,46,29.87
29-10-2018 11.20,172.7294006,165.2116463,4.15677007,70,46,43,29.87
29-10-2018 11.50,257.8277944,290.1027424,4.779479027,70,45,40,29.87
29-10-2018 12.20,158.2826691,164.3392431,4.193610668,72,45,38,29.87
29-10-2018 12.50,401.2774099,418.5162296,5.264722029,72,45,38,29.84
29-10-2018 13.20,285.227066,341.8585943,5.000936667,72,48,43,29.84
29-10-2018 13.50,310.6133982,366.2698661,5.060554981,72,50,46,29.84
29-10-2018 14.20,895.3076782,1015.504078,6.935729981,72,52,50,29.84
29-10-2018 14.50,1235.959961,1478.093229,7.901542663,72,50,46,29.81
29-10-2018 15.20,1402.666992,1812.772259,8.47334671,72,48,43,29.84
29-10-2018 15.50,1142.39034,1463.170615,7.880986373,72,48,43,29.81
29-10-2018 16.20,1051.569662,1260.358606,7.503516356,72,48,43,29.81
29-10-2018 16.50,1361.595703,1697.959258,8.283150991,70,52,53,29.81
29-10-2018 17.20,1250.430664,1548.404721,8.029368401,66,50,56,29.81
29-10-2018 17.50,1098.576294,1431.760914,7.825335026,64,50,59,29.81
29-10-2018 18.20,870.8871663,1141.480528,7.262235959,64,50,59,29.84
29-10-2018 18.50,592.2081909,774.8135429,6.417223931,64,50,59,29.84
29-10-2018 19.20,550.3271179,750.1022909,6.353340308,63,50,63,29.84
29-10-2018 19.50,348.4817708,474.7100281,5.507356167,61,50,68,29.84
29-10-2018 20.20,244.9014638,352.3156588,5.060967604,59,50,72,29.84
29-10-2018 20.50,296.7408651,468.0572785,5.490049998,61,50,68,29.84
29-10-2018 21.20,330.8864339,507.4156697,5.620810668,59,50,72,29.84
29-10-2018 21.50,230.9559326,390.2846609,5.212681293,61,50,68,29.84
29-10-2018 22.20,331.3475952,480.4975016,5.536851565,57,50,77,29.84
29-10-2018 22.50,110.6636518,197.0284532,4.284337918,59,50,72,29.84
29-10-2018 23.20,180.6976039,269.3217391,4.7081906,55,50,82,29.84
29-10-2018 23.50,159.7516022,214.0370345,4.456612746,55,50,82,29.84
30-10-2018 0.20,3.248996417,26.2355178,3.181135019,54,48,82,29.84
30-10-2018 1.20,181.1185659,241.0931514,4.580862045,54,48,82,29.84
30-10-2018 1.50,185.5252329,277.759104,4.752168337,55,48,77,29.84
30-10-2018 2.20,549.5431518,691.7384109,6.192188104,54,48,82,29.84
30-10-2018 2.50,166.562762,178.5084354,3.47627302,50,43,88,29.64
30-10-2018 3.20,291.0881043,404.8743082,5.237760067,50,43,88,29.64
30-10-2018 3.50,237.4467621,307.6399464,4.842376391,52,48,88,29.84
30-10-2018 4.20,652.5589193,807.7741916,6.496365706,52,48,88,29.84
30-10-2018 4.50,1061.566671,1465.334105,7.876865546,52,48,88,29.84
30-10-2018 5.20,888.8182984,1155.881288,7.292142709,52,48,88,29.84
30-10-2018 5.50,880.4153849,1191.919673,7.368974368,50,46,87,29.84
30-10-2018 5.50,880.4153849,1191.919673,7.368974368,54,48,82,29.84
30-10-2018 6.20,737.2247721,1016.327987,7.000570933,52,48,88,29.84
30-10-2018 6.20,737.2247721,1016.327987,7.000570933,50,46,87,29.84
30-10-2018 6.50,458.4738973,613.0157503,5.906382561,52,46,82,29.84
30-10-2018 7.20,329.340566,407.9934368,5.279118061,52,46,82,29.84
30-10-2018 7.50,377.5359599,436.0887925,5.379569689,54,48,82,29.84
30-10-2018 8.20,358.6878306,360.0006025,5.043910345,57,50,77,29.84
30-10-2018 8.50,125.8554637,113.4442145,3.906762362,61,52,72,29.84
30-10-2018 9.20,192.3080953,206.2266824,4.395644585,63,54,72,29.84
30-10-2018 9.50,402.484202,477.4496504,5.513453325,64,54,68,29.84
30-10-2018 10.20,406.7193298,508.4849301,5.630492369,68,48,49,29.84
30-10-2018 10.50,332.4491018,443.4196072,5.399260044,70,45,40,29.84
30-10-2018 11.20,871.7895547,1268.033647,7.216968424,72,43,35,29.84
30-10-2018 11.50,1307.684332,1492.175463,7.557952236,72,45,38,29.84
30-10-2018 12.20,1307.684332,1492.175463,7.557952236,73,45,36,29.84
30-10-2018 12.50,1307.684332,1492.175463,7.557952236,73,46,38,29.84
30-10-2018 13.20,1307.684332,1492.175463,7.557952236,73,48,41,29.81
30-10-2018 13.50,1307.684332,1492.175463,7.557952236,73,45,36,29.81
30-10-2018 14.20,1307.684332,1492.175463,7.557952236,75,45,34,29.81
30-10-2018 14.50,34.0087331,1833.283473,8.484639963,73,46,38,29.81
30-10-2018 15.20,2263.546631,2918.917069,10.2623752,70,54,56,29.81
30-10-2018 15.50,2831.851725,3451.139985,11.62564023,68,54,60,29.81
30-10-2018 16.20,2844.771647,3434.112921,11.57188003,66,54,64,29.81
30-10-2018 16.50,3136.562337,3539.603063,12.18157705,66,54,64,29.81
30-10-2018 17.20,3326.188639,3588.591566,12.68193658,66,54,64,29.81
30-10-2018 17.50,3531.913981,3598.978903,13.10132345,64,52,64,29.81
30-10-2018 18.20,3385.336019,3589.972228,12.7177035,63,52,68,29.81
30-10-2018 18.50,3279.849935,3563.5296,12.35834344,63,54,72,29.84
30-10-2018 19.20,3093.218994,3511.289463,11.94108327,61,54,77,29.84
30-10-2018 19.50,3065.308594,3423.676052,11.50949987,63,52,68,29.84
30-10-2018 20.20,3055.054036,3421.835621,11.53667641,59,52,77,29.84
30-10-2018 20.50,2717.234294,3280.375356,11.02319686,61,50,68,29.84
30-10-2018 21.20,2934.883626,3417.02495,11.50255649,63,50,63,29.84
30-10-2018 21.50,2960.258382,3445.379612,11.61740653,61,50,68,29.84
30-10-2018 22.20,2785.417318,3398.508403,11.4135704,61,50,68,29.84
30-10-2018 22.50,2984.292074,3459.041966,11.67084344,59,48,67,29.84
30-10-2018 23.20,3125.125,3502.75899,11.90740013,59,48,67,29.84
30-10-2018 23.50,2799.486654,3331.265986,11.21032333,57,48,72,29.84
31-10-2018 0.20,2155.894938,2705.359925,9.935996057,57,48,72,29.84
31-10-2018 0.50,1774.513021,2219.476431,9.116161028,55,48,77,29.84
31-10-2018 1.20,2121.62264,2723.887815,9.9129502,55,48,77,29.84
31-10-2018 1.50,2072.016683,2619.386281,9.732690811,54,48,82,29.87
31-10-2018 2.20,1111.905619,1362.811245,7.669665814,54,48,82,29.87
31-10-2018 2.50,816.7440998,1003.309247,6.928778648,50,43,88,29.64
31-10-2018 3.20,1462.77299,1987.060603,8.726484776,50,43,88,29.64
31-10-2018 3.50,602.9152222,744.4234648,6.321512699,52,46,82,29.84
31-10-2018 4.20,831.7487183,979.3693764,6.905508518,55,50,82,29.84
31-10-2018 4.50,1109.164998,1313.197615,7.599079927,57,50,77,29.84
31-10-2018 5.20,1103.837321,1351.464923,7.677427451,55,48,77,29.87
31-10-2018 5.50,762.0621948,910.1649026,6.705756664,55,50,82,29.87
31-10-2018 6.20,666.2367147,874.8894057,6.663276037,55,48,77,29.87
31-10-2018 6.20,666.2367147,874.8894057,6.663276037,57,50,77,29.87
31-10-2018 6.50,466.2666728,628.8582886,6.000287851,55,50,82,29.87
31-10-2018 7.20,138.606859,180.0124699,4.077764352,55,52,88,29.9
31-10-2018 7.50,0,0,2.317745606,59,52,77,29.9
31-10-2018 8.20,0,0,2.228075663,61,52,72,29.9
31-10-2018 8.50,0,0,1.617778977,64,55,73,29.93
31-10-2018 9.20,0,0,1.654768348,64,55,73,29.93
31-10-2018 9.50,0,0,1.424120983,70,61,73,29.93
31-10-2018 10.20,0,0,1.100221753,68,54,60,29.93
31-10-2018 10.50,0,0,1.627756675,70,54,56,29.93
31-10-2018 11.20,0,0,1.418845693,70,55,60,29.93
31-10-2018 11.50,0,0,0.937611659,72,52,50,29.93
31-10-2018 12.20,0,0,1.162606974,70,54,56,29.93
31-10-2018 12.50,0,0,1.085559686,72,52,50,29.93
31-10-2018 13.20,0,0,1.144329806,73,50,44,29.93
31-10-2018 13.50,0,0,2.202602029,73,48,41,29.93
31-10-2018 14.20,0,0,2.03118968,73,43,33,29.93
31-10-2018 14.50,0,0,1.694998304,73,43,33,29.93
31-10-2018 15.20,0,0,0.927041849,72,41,33,29.93
31-10-2018 15.50,435.8947773,497.391821,3.430352751,72,45,38,29.93
31-10-2018 16.20,0,0,1.777808348,70,52,53,29.93
31-10-2018 16.50,0,0,1.746845325,68,52,56,29.93
31-10-2018 17.20,0,6.93426395,2.688262304,66,54,64,29.9
31-10-2018 17.50,0,0,2.477728367,64,54,68,29.9
31-10-2018 18.50,0,0,2.006348332,63,48,59,29.93
31-10-2018 19.20,0,9.974781337,2.734824022,64,48,56,29.93
31-10-2018 19.50,0,0,2.717011372,64,48,56,29.9
31-10-2018 20.20,0,0,2.30051891,63,46,55,29.93
31-10-2018 20.50,0,0,1.896018664,64,45,49,29.93
31-10-2018 21.20,0,0,1.93562897,63,46,55,29.93
31-10-2018 21.50,0,7.138548207,2.558132331,63,45,52,29.93
31-10-2018 22.20,0,0,2.501862685,57,48,72,29.96
31-10-2018 22.50,0,0,2.892563343,57,48,72,29.93
31-10-2018 23.20,0,17.70846011,2.931052605,57,48,72,29.93
31-10-2018 23.50,0,11.46012375,2.640238682,59,48,67,29.96
01-11-2018 0.20,19.39037323,73.09098147,3.607056379,46,43,87,29.67
01-11-2018 0.50,86.99791718,153.2575144,4.159102122,43,41,93,29.67
01-11-2018 1.20,123.7258021,200.2803697,4.393593629,43,41,93,29.64
01-11-2018 1.50,164.3337046,260.4171692,4.672644933,43,41,93,29.64
01-11-2018 2.20,344.3483073,536.1496587,5.715473175,45,43,93,29.64
01-11-2018 2.50,506.2081909,666.1797759,6.11689806,50,43,88,29.64
01-11-2018 3.20,478.4368388,646.0437871,6.061811288,50,43,88,29.64
01-11-2018 3.50,471.3008423,685.0666762,6.165320555,46,41,81,29.64
01-11-2018 4.20,510.877828,711.9459117,6.250211716,46,39,76,29.64
01-11-2018 4.50,608.3880209,817.6442979,6.528119882,46,41,81,29.64
01-11-2018 5.20,500.1514994,625.5965526,6.000147025,46,43,87,29.61
01-11-2018 5.50,472.4714355,557.5627639,5.787685712,46,43,87,29.61
01-11-2018 5.50,472.4714355,557.5627639,5.787685712,45,41,87,29.61
01-11-2018 6.20,428.779836,553.1705404,5.776418368,43,41,93,29.61
01-11-2018 6.20,428.779836,553.1705404,5.776418368,45,41,87,29.58
01-11-2018 6.50,891.0479737,1111.07334,7.192647298,48,37,66,29.58
01-11-2018 7.20,828.9884033,1053.437903,7.056148052,46,36,66,29.58
01-11-2018 7.50,873.6314494,1112.564913,7.206504027,48,36,62,29.58
01-11-2018 8.20,920.2165934,1331.217018,7.605607033,46,37,71,29.58
01-11-2018 8.50,506.8545736,642.6618983,5.918428739,46,37,71,29.58
01-11-2018 9.20,576.3070475,722.4851209,6.232845307,50,37,62,29.55
01-11-2018 9.50,796.1946614,1194.846796,7.37268432,52,37,58,29.55
01-11-2018 10.20,721.828654,1060.615909,7.097700278,52,36,54,29.55
01-11-2018 10.50,921.9401855,1340.789143,7.656091213,52,37,58,29.55
01-11-2018 11.20,557.4104716,716.4372531,6.253067652,54,37,54,29.55
01-11-2018 11.50,750.0925903,951.1576723,6.849515597,54,37,54,29.55
01-11-2018 12.20,1232.743978,1791.512174,8.43911171,54,37,54,29.55
01-11-2018 12.50,1449.137654,2023.204506,8.806529999,54,36,51,29.52
01-11-2018 13.20,1232.969645,1542.115525,8.009221554,55,37,51,29.52
01-11-2018 13.50,1529.218994,1976.287845,8.694063823,54,37,54,29.52
01-11-2018 14.20,2089.856039,2665.870337,9.813508352,55,39,54,29.49
01-11-2018 14.50,2174.44637,2905.115495,10.21222528,55,39,54,29.49
01-11-2018 15.20,2538.054036,3292.147148,11.08103657,55,39,54,29.52
01-11-2018 15.50,2900.236653,3404.452458,11.47190984,54,39,58,29.52
01-11-2018 16.20,3200.727051,3469.790037,11.74718348,52,43,71,29.52
01-11-2018 16.50,3298.177328,3533.816904,12.08009974,50,45,82,29.52
01-11-2018 17.20,3124.711263,3506.986523,11.96984704,50,45,82,29.52
01-11-2018 17.50,2719.741292,3329.815822,11.17693329,50,45,82,29.52
01-11-2018 18.20,2705.824056,3289.538795,11.06699657,48,46,93,29.52
01-11-2018 18.50,2510.576335,3105.108656,10.58623346,48,46,93,29.52
01-11-2018 19.20,2306.469401,2871.760075,10.14314588,48,46,93,29.52
01-11-2018 19.50,1538.198039,1922.418309,8.636684259,48,46,93,29.55
01-11-2018 20.20,364.6562551,432.431602,5.108785947,48,46,93,29.55
01-11-2018 20.50,76.06580478,27.77846512,3.220245043,48,46,93,29.55
01-11-2018 21.20,178.6273295,179.3303296,4.288578033,48,46,93,29.55
01-11-2018 21.50,150.6956355,210.0716758,4.40161562,48,46,93,29.55
01-11-2018 22.20,10.07936255,0,2.658838352,48,46,93,29.55
01-11-2018 22.50,18.29611969,41.5959415,3.021003962,48,46,93,29.55
01-11-2018 23.20,0,0,2.309606393,48,46,93,29.55
01-11-2018 23.50,121.1456369,206.3302026,4.3342007,48,46,93,29.55
02-11-2018 0.20,332.8253072,481.2522607,5.538974285,46,45,93,29.23
02-11-2018 0.50,416.3901672,602.3627294,5.926034768,46,45,93,29.23
02-11-2018 1.20,349.3945669,472.5077592,5.480903307,46,45,93,29.23
02-11-2018 1.50,549.8103231,727.3442827,6.290697734,46,45,93,29.2
02-11-2018 2.20,957.6351317,1170.902423,7.325955709,46,45,93,29.17
02-11-2018 2.50,822.4295044,1046.086248,7.054061095,50,43,88,29.64
02-11-2018 3.20,983.5517783,1288.098551,7.521727244,50,43,88,29.64
02-11-2018 3.50,1588.148682,2016.547352,8.800788879,46,45,93,29.17
02-11-2018 4.20,1293.794637,1675.397338,8.23841079,46,45,93,29.17
02-11-2018 4.50,1126.239461,1467.627142,7.876882871,46,45,93,29.2
02-11-2018 5.20,1788.732666,2196.928842,9.081907908,48,45,87,29.23
02-11-2018 5.50,1877.504313,2510.155682,9.573768616,48,46,93,29.23
02-11-2018 5.50,1877.504313,2510.155682,9.573768616,48,46,93,29.2
02-11-2018 6.20,1505.835978,2064.459144,8.881073952,48,45,87,29.23
02-11-2018 6.20,1505.835978,2064.459144,8.881073952,48,46,93,29.2
02-11-2018 6.50,276.8900197,239.7211576,4.384266376,48,46,93,29.2
02-11-2018 7.20,786.8553061,544.5900832,5.714281082,48,46,93,29.2
02-11-2018 7.50,645.4850159,479.2080349,5.446986039,50,46,87,29.2
02-11-2018 8.20,486.6327311,339.1885228,4.985037963,50,46,87,29.2
02-11-2018 8.50,938.267517,859.0431779,6.583557765,50,46,87,29.2
02-11-2018 9.20,980.2694093,959.7039519,6.860692978,54,46,77,29.2
02-11-2018 9.50,1907.768311,2842.416304,10.15321891,54,50,88,29.2
02-11-2018 10.20,1790.843302,2696.900279,9.920140901,54,48,82,29.2
02-11-2018 10.50,2010.950318,2947.418519,10.29749266,52,48,88,29.2
02-11-2018 11.20,2047.539673,2814.036321,10.10151577,54,48,82,29.2
02-11-2018 11.50,2009.728272,2603.143014,9.824796041,54,50,88,29.2
02-11-2018 12.20,2597.228353,3353.236014,11.51167647,55,50,82,29.2
02-11-2018 12.50,3576.468018,3600,14.19117356,54,48,82,29.2
02-11-2018 13.20,3601.245361,3600,14.13685004,55,50,82,29.2
02-11-2018 13.50,3603.203044,3600,13.92290656,52,48,88,29.2
02-11-2018 14.20,3385.052002,3597.225976,13.24131362,48,45,87,29.23
02-11-2018 14.50,2446.684977,2933.76221,10.27284304,46,43,87,29.23
02-11-2018 15.20,2858.103272,3297.355528,11.15006638,45,43,93,29.23
02-11-2018 15.50,2583.533366,2945.843143,10.6821572,45,43,93,29.26
02-11-2018 16.20,3554.018066,3580.360427,12.69877688,45,43,93,29.26
02-11-2018 16.50,3601.880697,3600,13.44251029,43,41,93,29.26
02-11-2018 17.20,3603.356934,3599.077022,13.3052098,43,41,93,29.26
02-11-2018 17.50,3603.616944,3597.901525,12.94804669,43,41,93,29.26
02-11-2018 18.20,3603.181641,3594.981902,13.0359265,43,39,87,29.29
02-11-2018 18.50,3601.859375,3600,13.37431303,43,39,87,29.29
02-11-2018 19.20,3603.352295,3600,13.65772978,43,39,87,29.32
02-11-2018 19.50,3603.37028,3600,14.37539323,43,39,87,29.34
02-11-2018 20.20,3487.40861,3598.114123,14.06024996,43,39,87,29.34
02-11-2018 20.50,2162.880982,2518.382348,9.583677611,43,39,87,29.37
02-11-2018 21.20,2696.215007,3138.131997,10.66667334,43,39,87,29.37
02-11-2018 21.50,2280.209351,2575.737967,9.671659469,41,37,87,29.4
02-11-2018 22.20,2181.801351,2400.420045,9.396169344,41,36,81,29.43
02-11-2018 22.50,2079.39034,2200.417062,9.087195078,39,36,87,29.43
02-11-2018 23.20,1728.394694,1802.572381,8.451277415,39,36,87,29.46
02-11-2018 23.50,1769.068685,1901.819299,8.60822169,39,36,87,29.46
03-11-2018 0.20,1915.604004,2134.867871,8.985700607,46,45,93,29.67
03-11-2018 0.50,2033.972371,2289.632209,9.230041822,45,45,100,29.67
03-11-2018 1.20,1871.574666,2030.823912,8.820451737,45,43,93,29.67
03-11-2018 1.50,2209.455322,2437.16939,9.470102946,45,43,93,29.67
03-11-2018 2.20,2771.163005,3196.246549,10.79815992,43,43,100,29.67
03-11-2018 2.50,2729.701009,3106.189238,10.60696348,50,43,88,29.64
03-11-2018 3.20,2487.276286,2769.921699,9.982261974,50,43,88,29.64
03-11-2018 3.50,2747.444661,3125.83749,10.66372649,43,41,93,29.64
03-11-2018 4.20,2647.073974,3004.760812,10.38953336,43,41,93,29.64
03-11-2018 4.50,2795.827067,3106.539963,10.69313335,43,41,93,29.64
03-11-2018 5.20,3251.218343,3488.290841,11.9555769,43,41,93,29.64
03-11-2018 5.50,3387.768311,3543.557136,12.18438339,41,41,100,29.64
03-11-2018 6.20,3397.594726,3554.111163,12.24291992,41,41,100,29.64
03-11-2018 6.20,3397.594726,3554.111163,12.24291992,43,43,100,29.64
03-11-2018 6.50,3213.736979,3468.133985,11.97969023,43,41,93,29.64
03-11-2018 7.20,3178.262044,3449.130148,11.66411654,45,43,93,29.64
03-11-2018 7.50,3353.405599,3510.520054,12.0390466,43,43,100,29.64
03-11-2018 8.20,3132.452637,3433.938281,11.55119673,46,45,93,29.67
03-11-2018 8.50,3172.490967,3435.919971,11.55914339,46,45,93,29.67
03-11-2018 9.20,2561.057617,2850.876659,10.10634264,48,46,93,29.67
03-11-2018 9.50,2384.399658,2672.442758,9.833997091,52,45,76,29.67
