Date,LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh)
03-12-2018 1.50,1327.154053,8.108037949,1592.459241
03-12-2018 2.00,1601.782959,8.70968914,1958.785268
03-12-2018 2.10,1670.185059,8.926522255,2096.734822
03-12-2018 2.20,1536.197021,8.564249992,1867.759836
03-12-2018 2.30,1718.793945,8.936219215,2102.957997
03-12-2018 2.40,1558.446045,8.685868263,1943.786501
03-12-2018 2.50,1319.662964,8.072049141,1571.522324
03-12-2018 3.00,1293.796997,7.942752838,1497.385948
03-12-2018 3.10,1313.848999,7.990052223,1524.305161
03-12-2018 3.20,1317.112061,7.998617172,1529.204909
03-12-2018 3.30,1256.500977,8.122879982,1601.130564
03-12-2018 3.40,1254.137939,8.086426735,1579.871387
03-12-2018 3.50,1418.540039,8.440995216,1791.735193
03-12-2018 4.00,1596.885986,8.767012596,1995.01345
03-12-2018 4.10,1814.432983,9.06193924,2183.994961
03-12-2018 4.20,1854.078979,9.251745224,2307.378841
03-12-2018 4.30,1799.593018,9.184277534,2263.400045
03-12-2018 4.40,1763.712036,9.106826782,2213.073295
03-12-2018 4.50,1659.171021,8.631258965,1909.531991
03-12-2018 5.00,1851.515015,9.153072357,2243.101196
03-12-2018 5.10,1975.459961,9.554251671,2482.300821
03-12-2018 5.20,1889.621948,9.312982559,2347.391056
03-12-2018 5.30,2104.736084,10.10048962,2853.017393
03-12-2018 5.40,2151.10498,9.951940536,2761.856104
03-12-2018 5.50,2063.241943,9.945900917,2758.003344
03-12-2018 6.00,2006.051025,9.666418076,2566.622705
03-12-2018 6.10,1612.646973,8.536455154,1850.521392
03-12-2018 6.20,1184.286987,7.525405884,1271.068297
03-12-2018 6.30,1140.553955,7.086306095,1055.318461
03-12-2018 6.40,1652.014038,8.358287811,1741.358584
03-12-2018 6.50,1237.06604,7.409690857,1211.635716
03-12-2018 7.00,1166.125977,7.354672909,1183.996379
03-12-2018 7.10,1564.103027,8.404951096,1769.715068
03-12-2018 7.20,1043.109009,6.972259998,1003.549982
03-12-2018 7.30,1488.350952,8.047877312,1557.532158
03-12-2018 7.40,1565.082031,8.044137001,1555.372587
03-12-2018 7.50,724.690979,6.080605984,651.5181254
03-12-2018 8.00,682.2935181,6.081748009,651.9130811
03-12-2018 8.10,1003.958984,7.100872993,1062.051996
03-12-2018 8.20,928.6542969,6.990286827,1011.622271
03-12-2018 8.30,1078.852051,7.261452198,1138.166166
03-12-2018 8.40,996.1154785,6.894481182,969.186784
03-12-2018 8.50,1341.875,7.887127876,1466.037157
03-12-2018 9.00,1305.448975,7.682342052,1353.675717
03-12-2018 9.10,1058.251953,7.259235859,1137.091551
03-12-2018 9.20,1105.921021,7.346475124,1179.916046
03-12-2018 9.30,403.1564026,5.196857929,385.8743934
03-12-2018 9.40,376.6955872,5.175075054,380.2031228
03-12-2018 9.50,146.0997925,3.876429081,105.4959653
03-12-2018 10.00,661.6016235,6.278252125,721.9492005
03-12-2018 10.10,805.0488892,6.402718067,768.4602849
03-12-2018 10.20,298.8534851,4.484199047,218.6626415
03-12-2018 10.30,180.7339935,4.147164822,150.8169678
03-12-2018 10.40,164.5227051,4.281483173,177.1239296
03-12-2018 10.50,286.2478943,4.524487972,227.2010444
03-12-2018 11.00,794.180603,6.482016087,798.9742111
03-12-2018 11.10,749.309021,6.273851871,720.3355627
03-12-2018 11.20,406.751709,5.427311897,448.3308751
03-12-2018 11.30,313.9732056,4.691827774,263.7447567
03-12-2018 11.40,576.7579956,5.982162952,618.9949293
03-12-2018 11.50,218.716507,4.432437897,207.8343824
03-12-2018 12.00,646.119873,6.303462982,731.2346368
03-12-2018 12.10,497.0845947,5.707274914,530.6500593
03-12-2018 12.20,819.508728,6.640658855,862.1194176
03-12-2018 12.30,826.5526123,6.847434044,948.7623484
03-12-2018 12.40,557.255188,6.070957184,648.1867658
03-12-2018 12.50,213.5682983,4.375234127,196.0476249
03-12-2018 13.00,177.8562012,4.42628479,206.5575653
03-12-2018 13.10,408.976593,5.317218781,417.9239118
03-12-2018 13.20,654.1920166,6.167294979,681.8947149
03-12-2018 13.30,524.8826904,5.701951027,529.0147603
03-12-2018 13.40,599.0250244,6.09131813,655.2282688
03-12-2018 13.50,531.1533203,5.890785217,588.7595076
03-12-2018 14.00,1261.504028,7.780132771,1406.714641
03-12-2018 14.10,1306.402954,7.731473923,1380.178584
03-12-2018 14.20,685.4857178,6.284797192,724.3532327
03-12-2018 14.30,611.5794067,6.141419888,672.7437514
03-12-2018 14.40,1326.467041,7.850055218,1445.334398
03-12-2018 14.50,1575.38501,8.323646545,1720.421484
03-12-2018 15.00,1803.880005,8.915434837,2089.624454
03-12-2018 15.10,1834.161987,8.696194649,1950.284352
03-12-2018 15.20,1748.386963,8.564061165,1867.642546
03-12-2018 15.30,1689.665039,8.564416885,1867.863504
03-12-2018 15.40,1694.009033,8.490262032,1821.992
03-12-2018 15.50,2403.794922,9.948659897,2759.764779
03-12-2018 16.00,2757.916992,10.89848042,3235.408526
03-12-2018 16.10,2574.697021,10.38568974,3009.51549
03-12-2018 16.20,2596.680908,10.36841965,3000.701769
03-12-2018 16.30,2590.2229,10.38171005,3007.491828
03-12-2018 16.40,2395.062988,9.903279305,2730.482459
03-12-2018 16.50,2189.35791,9.607727051,2523.057119
03-12-2018 17.00,2420.330078,10.11861038,2863.672718
03-12-2018 17.10,2742.929932,10.97052002,3261.933954
03-12-2018 17.20,2686.416016,10.68655014,3150.170108
03-12-2018 17.30,3003.856934,11.39641953,3395.15878
03-12-2018 17.40,3504.396973,12.49687958,3578.897998
03-12-2018 17.50,3496.218994,12.83098984,3595.662644
03-12-2018 18.00,3314.048096,12.41940022,3572.607633
03-12-2018 18.10,3432.301025,12.52877045,3581.219473
03-12-2018 18.20,3570.14209,13.32581043,3600
03-12-2018 18.30,3430.208008,12.26387024,3557.148731
03-12-2018 18.40,3503.664063,12.47109032,3576.906917
03-12-2018 18.50,3527.97998,12.6278801,3587.450884
03-12-2018 19.00,3124.02002,11.93634033,3511.702102
03-12-2018 19.10,2701.38501,11.20536041,3340.229978
03-12-2018 19.20,2854.414063,11.35136032,3382.886448
03-12-2018 19.30,3111.563965,11.90616035,3506.598003
03-12-2018 19.40,3260.175049,12.26002026,3556.717302
03-12-2018 19.50,3410.389893,12.63035011,3587.587338
03-12-2018 20.00,3491.378906,12.73871994,3592.68284
03-12-2018 20.10,3598.218018,13.80282021,3600
03-12-2018 20.20,3323.207031,12.22706985,3552.927149
03-12-2018 20.30,2797.944092,11.07600975,3298.62362
03-12-2018 20.40,3535.816895,13.04226017,3600
03-12-2018 20.50,3597.801025,13.17105961,3600
03-12-2018 21.00,3550.054932,13.00154972,3600
03-12-2018 21.10,3588.422119,13.07211018,3600
03-12-2018 21.20,3603.920898,14.04224014,3600
03-12-2018 21.30,3319.205078,12.39410973,3570.353104
03-12-2018 21.40,3388.60498,12.61056995,3586.469009
03-12-2018 21.50,3446.968994,12.41683006,3572.383062
03-12-2018 22.00,3511.253906,12.64906025,3588.591407
03-12-2018 22.10,3499.621094,13.71522999,3600
03-12-2018 22.20,3474.445068,14.18572044,3600
03-12-2018 22.30,3466.355957,15.85019016,3600
03-12-2018 22.40,3462.312012,16.50363922,3600
03-12-2018 22.50,3461.947021,17.4140892,3600
03-12-2018 23.00,3461.159912,17.80727959,3600
03-12-2018 23.10,3461.033936,18.6352005,3600
03-12-2018 23.20,3461.263916,17.36904907,3600
03-12-2018 23.30,3491.441895,16.54063034,3600
03-12-2018 23.40,3491.699951,16.78251076,3600
03-12-2018 23.50,3507.781006,16.30423927,3600
04-12-2018 0.00,0,1.58327198,0
04-12-2018 0.10,0,2.318197012,0
04-12-2018 0.20,0,2.378787994,0
04-12-2018 0.30,0,2.205457926,0
04-12-2018 0.40,0,2.145270109,0
04-12-2018 0.50,0,2.316067934,0
04-12-2018 1.00,0,2.506067038,0
04-12-2018 1.10,0,2.576523066,0
04-12-2018 1.20,0,2.364120007,0
04-12-2018 1.30,0,2.723824978,0
04-12-2018 1.40,0,2.729862928,0
04-12-2018 1.50,0,2.255083084,0
04-12-2018 2.00,0,2.384838104,0
04-12-2018 2.10,0,1.977933049,0
04-12-2018 2.20,0,1.553969026,0
04-12-2018 2.30,0,1.483391047,0
04-12-2018 2.40,0,1.109987974,0
04-12-2018 2.50,0,0.937577784,0
04-12-2018 3.00,0,0.489600986,0
04-12-2018 3.10,0,0.75655061,0
04-12-2018 3.20,0,0.911589503,0
04-12-2018 3.30,0,0.608891785,0
04-12-2018 3.40,0,0.505014122,0
04-12-2018 3.50,0,0.885854721,0
04-12-2018 4.00,0,0.564158916,0
04-12-2018 4.10,0,0.634233117,0
04-12-2018 4.20,0,1.79182899,0
04-12-2018 4.30,0,1.578184009,0
04-12-2018 4.40,0,1.112395048,0
04-12-2018 4.50,0,1.161131978,0
04-12-2018 5.00,0,1.022469044,0
04-12-2018 5.10,0,1.023710012,0
04-12-2018 5.20,0,0.58878988,0
04-12-2018 5.30,0,0.579375327,0
04-12-2018 5.40,0,0.588310897,0
04-12-2018 5.50,0,0.397661299,0
04-12-2018 6.00,0,0.694140315,0
04-12-2018 6.10,0,0.688438892,0
04-12-2018 6.20,0,0.741598129,0
04-12-2018 6.30,0,0.682190895,0
04-12-2018 6.40,0,0.765492678,0
04-12-2018 6.50,0,1.118824959,0
04-12-2018 7.00,0,0.952199519,0
04-12-2018 7.10,0,1.402289987,0
04-12-2018 7.20,0,1.484272003,0
04-12-2018 7.30,0,1.769297004,0
04-12-2018 7.40,0,2.119560003,0
04-12-2018 7.50,0,2.356281996,0
04-12-2018 8.00,0,2.254358053,0
04-12-2018 8.10,0,2.241173029,0
04-12-2018 8.20,0,1.825150967,0
04-12-2018 8.30,0,1.896980047,0
04-12-2018 8.40,0,1.765383959,0
04-12-2018 8.50,0,2.312305927,0
04-12-2018 9.00,0,1.718783975,0
04-12-2018 9.10,0,1.923557043,0
04-12-2018 9.20,0,1.697494984,0
04-12-2018 9.30,0,1.773761988,0
04-12-2018 9.40,0,1.656700969,0
04-12-2018 9.50,0,1.75929904,0
04-12-2018 10.00,0,2.304523945,0
04-12-2018 10.10,0,1.986271977,0
04-12-2018 10.20,0,1.998167992,0
04-12-2018 10.30,0,1.94687295,0
04-12-2018 10.40,0,2.218894958,0
04-12-2018 10.50,0,2.447557926,0
04-12-2018 11.00,0,2.001210928,0
04-12-2018 11.10,0,2.697662115,0
04-12-2018 11.20,0,1.730239034,0
04-12-2018 11.30,0,2.011904001,0
04-12-2018 11.40,0,2.112323999,0
04-12-2018 11.50,0,2.276195049,0
04-12-2018 12.00,0,2.432868004,0
04-12-2018 12.10,0,2.84078002,0
04-12-2018 12.20,0,2.980496883,0
04-12-2018 12.30,0,2.582468033,0
04-12-2018 12.40,0,2.458547115,0
04-12-2018 12.50,0,2.402646065,0
04-12-2018 13.00,0,2.631503105,0
04-12-2018 13.10,0,2.591608047,0
04-12-2018 13.20,0,2.696491003,0
04-12-2018 13.30,0,2.923373938,0
04-12-2018 13.40,0,2.655081034,0
04-12-2018 13.50,0,2.520252943,0
04-12-2018 14.00,0,2.688777924,0
04-12-2018 14.10,0,2.815218925,0
04-12-2018 14.20,0,3.049654961,17.78620795
04-12-2018 14.30,0,3.584029913,61.97623235
04-12-2018 14.40,0,3.36918211,38.71746193
04-12-2018 14.50,0,3.12964201,21.49310837
04-12-2018 15.00,0,3.355001926,37.44217107
04-12-2018 15.10,0,3.20251298,25.76133589
04-12-2018 15.20,0,2.986470938,0
04-12-2018 15.30,0,2.931317091,0
04-12-2018 15.40,0,3.198328972,25.49327759
04-12-2018 15.50,0,3.776762009,89.12512173
04-12-2018 16.00,49.8664093,3.949826002,118.5679868
04-12-2018 16.10,80.38101196,4.037964821,130.0807775
04-12-2018 16.20,11.20384979,3.414485931,43.00743679
04-12-2018 16.30,0,3.303913116,33.11427431
04-12-2018 16.40,55.48957825,4.051826,132.6821592
04-12-2018 16.50,111.8663025,4.141819,149.7886576
04-12-2018 17.00,248.8724976,4.886853218,308.6819599
04-12-2018 17.10,267.8804016,5.058352947,350.4654368
04-12-2018 17.20,233.4514008,4.956848145,325.4689538
04-12-2018 17.30,231.5484924,4.7961092,287.4449404
04-12-2018 17.40,148.4429932,4.487497807,219.358087
04-12-2018 17.50,7.610589027,3.088275909,19.44824
04-12-2018 18.00,0,2.285710096,0
04-12-2018 18.10,0,2.64349699,0
04-12-2018 18.20,0,1.529276013,0
04-12-2018 18.30,0,1.798807025,0
04-12-2018 18.40,0,1.454069018,0
04-12-2018 18.50,0,1.047395945,0
04-12-2018 19.00,0,1.475465059,0
04-12-2018 19.10,0,1.691305995,0
04-12-2018 19.20,0,1.086899042,0
04-12-2018 19.30,0,2.174005032,0
04-12-2018 19.40,0,2.07337904,0
04-12-2018 19.50,0,1.566797972,0
04-12-2018 20.00,0,1.390161991,0
04-12-2018 20.10,0,1.90505302,0
04-12-2018 20.20,0,1.87352097,0
04-12-2018 20.30,0,2.116952896,0
04-12-2018 20.40,0,2.122158051,0
04-12-2018 20.50,0,2.134898901,0
04-12-2018 21.00,0,1.904368043,0
04-12-2018 21.10,0,2.030344009,0
04-12-2018 21.20,0,1.255735993,0
04-12-2018 21.30,0,1.184463024,0
04-12-2018 21.40,0,1.158923984,0
04-12-2018 21.50,0,0.614051282,0
04-12-2018 22.00,0,0.813555479,0
04-12-2018 22.10,0,0.745739102,0
04-12-2018 22.20,0,0.560331285,0
04-12-2018 22.30,0,1.012104988,0
04-12-2018 22.40,0,1.519703984,0
04-12-2018 22.50,0,1.401728988,0
04-12-2018 23.00,0,0.744900405,0
04-12-2018 23.10,0,0.953419983,0
04-12-2018 23.20,0,1.13677001,0
04-12-2018 23.30,0,1.439100981,0
04-12-2018 23.40,0,1.276700974,0
04-12-2018 23.50,0,1.119706035,0
05-12-2018 0.00,2701.510986,10.18120956,2899.72277
05-12-2018 0.10,2166.802002,8.933983803,2101.523016
05-12-2018 0.20,2164.513916,9.104020119,2211.253108
05-12-2018 0.30,1974.154053,8.735430717,1975.030744
05-12-2018 0.40,2618.049072,9.884157181,2717.944942
05-12-2018 0.50,1734.444946,8.479587555,1815.421136
05-12-2018 1.00,2127.676025,9.03062439,2163.751726
05-12-2018 1.10,1815.536011,8.3866539,1758.57555
05-12-2018 1.20,2330.368896,9.358773232,2377.360235
05-12-2018 1.30,2032.66394,8.999664307,2143.774494
05-12-2018 1.40,2475.837891,9.67254734,2571.102876
05-12-2018 1.50,2656.429932,10.26589012,2946.647344
05-12-2018 2.00,2734.61499,10.40668011,3020.116478
05-12-2018 2.10,3277.726074,11.76307964,3480.203582
05-12-2018 2.20,2690.355957,10.13158989,2871.243915
05-12-2018 2.30,3002.802979,10.72879982,3168.043111
05-12-2018 2.40,3197.501953,11.18750954,3334.704855
05-12-2018 2.50,3591.495117,13.28417969,3600
05-12-2018 3.00,3361.236084,12.45242023,3575.401677
05-12-2018 3.10,2965.924072,10.86411953,3222.327103
05-12-2018 3.20,3283.965088,11.43400955,3405.082003
05-12-2018 3.30,3328.342041,11.81264019,3489.761302
05-12-2018 3.40,2915.352051,10.80832005,3200.482693
05-12-2018 3.50,2892.228027,10.33670044,2984.296918
05-12-2018 4.00,3225.802979,11.31980991,3374.045664
05-12-2018 4.10,3319.74292,11.65536022,3457.877339
05-12-2018 4.20,3123.495117,11.15019989,3322.934566
05-12-2018 4.30,3089.493896,10.93799019,3250.106106
05-12-2018 4.40,3404.905029,11.97945023,3518.718295
05-12-2018 4.50,3329.330078,11.74209023,3476.021164
05-12-2018 5.00,3260.519043,11.72455978,3472.466106
05-12-2018 5.10,3242.061035,11.69995975,3467.381844
05-12-2018 5.20,2513.820068,9.782161713,2649.045412
05-12-2018 5.30,3019.5979,10.46232033,3047.631643
05-12-2018 5.40,3483.706055,12.23260021,3553.575535
05-12-2018 5.50,3387.25,11.76727009,3481.028951
05-12-2018 6.00,3335.018066,11.35925961,3385.067863
05-12-2018 6.10,3346.831055,11.5307703,3429.33125
05-12-2018 6.20,3326.428955,11.30574036,3370.036837
05-12-2018 6.30,2955.550049,10.65857983,3138.090461
05-12-2018 6.40,2267.093994,9.395608902,2401.494749
05-12-2018 6.50,2142.547119,9.380822182,2391.804004
05-12-2018 7.00,1832.904053,8.664259911,1930.210324
05-12-2018 7.10,2369.928955,9.457897186,2442.349321
05-12-2018 7.20,1572.994019,7.889770985,1467.519043
05-12-2018 7.30,1897.029053,8.932585716,2100.625654
05-12-2018 7.40,2216.310059,9.383039474,2393.256934
05-12-2018 7.50,3268.74292,11.43813992,3406.155048
05-12-2018 8.00,2744.649902,10.23036003,2927.213696
05-12-2018 8.10,2508.427979,9.62610054,2536.825735
05-12-2018 8.20,2681.25708,10.01988983,2804.407061
05-12-2018 8.30,2608.534912,10.0854702,2844.110156
05-12-2018 8.40,2605.77002,9.944020271,2756.801279
05-12-2018 8.50,2894.685059,10.38420963,3008.763374
05-12-2018 9.00,2844.666992,10.26216984,2944.62961
05-12-2018 9.10,2684.628906,9.923126221,2743.370226
05-12-2018 9.20,2569.356934,9.636360168,2544.462236
05-12-2018 9.30,2559.501953,9.683861732,2579.338846
05-12-2018 9.40,2261.239014,9.337443352,2363.39539
05-12-2018 9.50,2342.066895,9.427071571,2422.124805
05-12-2018 10.00,2278.770996,9.506967545,2445.405508
05-12-2018 10.10,2236.052002,9.524502754,2459.182764
05-12-2018 10.20,2257.299072,9.597528458,2515.362971
05-12-2018 10.30,2344.740967,9.578900337,2501.213788
05-12-2018 10.40,2240.253906,9.58740139,2507.686199
05-12-2018 10.50,2050.083984,9.18335247,2262.797889
05-12-2018 11.00,1696.348999,8.429346085,1784.607577
05-12-2018 11.10,1840.567017,8.666528702,1931.634431
05-12-2018 11.20,1540.435059,8.199227333,1646.065894
05-12-2018 11.30,1495.432007,8.099383354,1587.412732
05-12-2018 11.40,1164.573975,7.227343082,1121.703876
05-12-2018 11.50,1476.797974,8.008852959,1535.070505
05-12-2018 12.00,1576.452026,8.368694305,1747.667369
05-12-2018 12.10,1628.604004,8.39779377,1765.354481
05-12-2018 12.20,1314.890991,7.634914875,1328.377004
05-12-2018 12.30,1375.426025,7.740806103,1385.245869
05-12-2018 12.40,1680.661011,8.392147064,1761.917075
05-12-2018 12.50,1827.303955,8.77510643,2000.143534
05-12-2018 13.00,1946.917969,9.107574463,2213.558228
05-12-2018 13.10,1917.745972,9.048130035,2175.063639
05-12-2018 13.20,2009.906982,8.836533546,2039.191371
05-12-2018 13.30,2868.837891,10.77497959,3187.070792
05-12-2018 13.40,2736.881104,10.57258034,3099.694968
05-12-2018 13.50,3011.266113,10.9983902,3271.873334
05-12-2018 14.00,2829.888916,10.82201004,3205.911499
05-12-2018 14.10,3039.073975,11.35589027,3384.138975
05-12-2018 14.20,2482.270996,9.871421814,2709.529025
05-12-2018 14.30,2403.801025,9.391736984,2398.956899
05-12-2018 14.40,2517.789063,9.876126289,2712.64404
05-12-2018 14.50,2038.264038,8.856835365,2052.139374
05-12-2018 15.00,2308.27002,9.556186676,2483.79345
05-12-2018 15.10,2176.291992,9.127264977,2226.33573
05-12-2018 15.20,2525.416992,9.892663002,2723.536463
05-12-2018 15.30,2369.625,9.736517906,2617.087896
05-12-2018 15.40,2253.101074,9.492015839,2464.746156
05-12-2018 15.50,2284.22998,9.369743347,2384.545517
05-12-2018 16.00,2437.559082,9.994037628,2788.389188
05-12-2018 16.10,1889.383057,8.69271946,1948.096887
05-12-2018 16.20,1652.177979,8.411716461,1773.840531
05-12-2018 16.30,1722.317993,8.361140251,1743.086964
05-12-2018 16.40,2593.11499,10.26152992,2944.282143
05-12-2018 16.50,1803.130005,8.560633659,1865.513978
05-12-2018 17.00,1254.545044,7.509428978,1262.839896
05-12-2018 17.10,1326.046997,7.557813168,1287.863718
05-12-2018 17.20,1456.147949,7.944655895,1498.464418
05-12-2018 17.30,1282.338989,7.77072382,1401.561448
05-12-2018 17.40,1361.78894,7.873612881,1458.472
05-12-2018 17.50,1356.810059,7.767783165,1399.953032
05-12-2018 18.00,1729.828979,8.677606583,1938.592472
05-12-2018 18.10,1885.467041,9.095805168,2205.927036
05-12-2018 18.20,1902.083008,9.002728462,2145.749984
05-12-2018 18.30,2117.802002,9.538291931,2469.938243
05-12-2018 18.40,2148.939941,9.617844582,2530.653691
05-12-2018 18.50,2161.056885,9.46163559,2444.802795
05-12-2018 19.00,2026.921997,9.193318367,2269.28629
05-12-2018 19.10,2407.648926,9.927276611,2746.049298
05-12-2018 19.20,2331.320068,9.952177048,2762.006742
05-12-2018 19.30,2320.644043,9.850922585,2695.871231
05-12-2018 19.40,2674.072998,10.73888969,3172.245531
05-12-2018 19.50,2600.2771,10.74314976,3174.012256
05-12-2018 20.00,2663.583984,10.76366997,3182.459482
05-12-2018 20.10,2639.995117,10.72404957,3166.055872
05-12-2018 20.20,2632.961914,10.72387981,3165.984752
05-12-2018 20.30,2431.86792,10.31566048,2973.259036
05-12-2018 20.40,2223.754883,9.78646946,2652.025212
05-12-2018 20.50,2069.968994,9.537595749,2469.396877
05-12-2018 21.00,2111.645996,9.606631279,2522.232203
05-12-2018 21.10,2241.239014,9.939556122,2753.94338
05-12-2018 21.20,2224.371094,9.736371994,2616.984603
05-12-2018 21.30,2447.437988,10.18785,2903.478448
05-12-2018 21.40,2495.486084,10.28351974,2956.154792
05-12-2018 21.50,2449.832031,10.22476006,2924.117256
05-12-2018 22.00,2269.763916,9.805749893,2665.285969
05-12-2018 22.10,2583.452881,10.3399601,2985.995802
05-12-2018 22.20,2381.910889,9.900741577,2728.825401
05-12-2018 22.30,2124.445068,9.457640648,2442.180963
05-12-2018 22.40,2029.917969,9.321032524,2352.656755
05-12-2018 22.50,2362.843018,9.931930542,2749.046834
05-12-2018 23.00,2624.149902,10.47949028,3055.952571
05-12-2018 23.10,2667.646973,10.55298996,3090.680076
05-12-2018 23.20,2548.634033,10.17984962,2898.952009
05-12-2018 23.30,2827.685059,10.93459988,3248.859244
05-12-2018 23.40,2662.418945,10.61118984,3117.168709
05-12-2018 23.50,2651.51001,10.58650017,3106.039431
06-12-2018 0.00,3602.991943,15.57549953,3600
06-12-2018 0.10,3603.269043,16.28622055,3600
06-12-2018 0.20,3602.843018,16.50951958,3600
06-12-2018 0.30,3602.955078,16.05126953,3600
06-12-2018 0.40,3603.024902,16.50284004,3600
06-12-2018 0.50,3603.032959,15.82894993,3600
06-12-2018 1.00,3603.055908,15.67372036,3600
06-12-2018 1.10,3603.227051,15.18340015,3600
06-12-2018 1.20,3602.993896,16.30044937,3600
06-12-2018 1.30,3603.227051,15.8405304,3600
06-12-2018 1.40,3602.873047,16.17571068,3600
06-12-2018 1.50,3602.906982,15.45925999,3600
06-12-2018 2.00,3602.947998,15.52626991,3600
06-12-2018 2.10,3602.798096,15.21850014,3600
06-12-2018 2.20,3602.707031,15.90147018,3600
06-12-2018 2.30,3602.876953,16.89258957,3600
06-12-2018 2.40,3602.706055,16.77285004,3600
06-12-2018 2.50,3600.769043,15.8427,3600
06-12-2018 3.00,3602.291992,15.11703014,3600
06-12-2018 3.10,3602.641113,15.38803005,3600
06-12-2018 3.20,3602.61499,15.5722599,3600
06-12-2018 3.30,3602.87793,16.19436073,3600
06-12-2018 3.40,3602.684082,15.45018005,3600
06-12-2018 3.50,3603.125977,15.50961018,3600
06-12-2018 4.00,3602.771973,15.21833992,3600
06-12-2018 4.10,3585.522949,14.40540028,3600
06-12-2018 4.20,3572.263916,13.72284031,3600
06-12-2018 4.30,3557.691895,13.23785973,3600
06-12-2018 4.40,3481.889893,12.64515972,3588.386391
06-12-2018 4.50,3406.163086,12.34562016,3565.750576
06-12-2018 5.00,3210.983887,11.91590977,3508.264253
06-12-2018 5.10,2217.093018,9.698681831,2590.059689
06-12-2018 5.20,1693.922974,8.513624191,1836.40176
06-12-2018 5.30,1739.613037,8.708234787,1957.868576
06-12-2018 5.40,2264.72998,9.899039268,2727.712679
06-12-2018 5.50,2621.154053,10.44077969,3037.079641
06-12-2018 6.00,2478.456055,10.25366974,2940.004501
06-12-2018 6.10,2760.870117,10.91541958,3241.7547
06-12-2018 6.20,2692.181885,10.84720039,3215.78262
06-12-2018 6.30,2917.756104,11.38117027,3391.051794
06-12-2018 6.40,2439.434082,10.07038021,2835.091744
06-12-2018 6.50,2581.853027,10.33432007,2983.054413
06-12-2018 7.00,2344.988037,9.945861816,2757.978363
06-12-2018 7.10,2649.39502,10.45401955,3043.580309
06-12-2018 7.20,2855.070068,11.03509045,3284.691127
06-12-2018 7.30,2707.009033,10.69515038,3153.844585
06-12-2018 7.40,3042.579102,11.63078022,3452.47974
06-12-2018 7.50,860.1032715,9.625887871,2536.667048
06-12-2018 8.00,2640.150879,10.52023983,3075.383667
06-12-2018 8.10,2820.50293,10.78530979,3191.255346
06-12-2018 8.20,2718.3479,10.67144012,3143.669101
06-12-2018 8.30,1974.084961,8.984277725,2133.860336
06-12-2018 8.40,2673.833008,10.58506966,3105.389753
06-12-2018 8.50,2288.080078,9.675247192,2573.072185
06-12-2018 9.00,1933.772949,8.915015221,2089.355463
06-12-2018 9.10,1743.975952,8.406100273,1770.415575
06-12-2018 9.20,1929.790039,8.865098953,2057.415522
06-12-2018 9.30,1724.412964,8.323469162,1720.314529
06-12-2018 9.40,1998.359009,9.095972061,2206.035217
06-12-2018 9.50,2043.30896,9.148513794,2240.138284
06-12-2018 10.00,1695.394043,8.354480743,1739.052795
06-12-2018 10.10,1614.328979,8.125666618,1602.760998
06-12-2018 10.20,1654.725952,8.171637535,1629.764655
06-12-2018 10.30,1404.948975,7.783213139,1408.404003
06-12-2018 10.40,1804.394043,8.51970005,1840.155739
06-12-2018 10.50,1602.969971,8.265522957,1685.51761
06-12-2018 11.00,1519.453003,8.104812622,1590.577695
06-12-2018 11.10,1422.764038,7.930983067,1490.724651
06-12-2018 11.20,1202.06897,7.349908829,1181.623936
06-12-2018 11.30,964.1978149,6.909494877,975.7615745
06-12-2018 11.40,1048.261963,7.129191875,1075.222475
06-12-2018 11.50,1090.735962,7.239683151,1127.640954
06-12-2018 12.00,1098.255005,7.210916042,1113.833113
06-12-2018 12.10,1113.675049,7.176044941,1097.247717
06-12-2018 12.20,1241.994995,7.514585018,1265.491587
06-12-2018 12.30,1620.072998,8.236960411,1668.472411
06-12-2018 12.40,1577.61499,8.218841553,1657.69714
06-12-2018 12.50,1895.506958,8.831605911,2036.051762
06-12-2018 13.00,1581.337036,8.179938316,1634.661728
06-12-2018 13.10,1763.005981,8.646935463,1919.346361
06-12-2018 13.20,1503.83606,7.985137939,1521.49731
06-12-2018 13.30,1927.061035,8.960671425,2118.668855
06-12-2018 13.40,2116.300049,9.346626282,2369.406538
06-12-2018 13.50,2353.366943,10.02206993,2805.748295
06-12-2018 14.00,2547.241943,10.36565971,2999.285548
06-12-2018 14.10,2146.50708,9.305141449,2342.263219
06-12-2018 14.20,1861.300049,8.624380112,1905.230362
06-12-2018 14.30,1882.524048,8.641749382,1916.097868
06-12-2018 14.40,1750.837036,8.546182632,1856.548352
06-12-2018 14.50,1820.77002,8.8689394,2059.868708
06-12-2018 15.00,1914.171997,8.959757805,2118.08138
06-12-2018 15.10,2199.643066,9.661171913,2562.777654
06-12-2018 15.20,1822.458008,8.786421776,2007.321463
06-12-2018 15.30,1601.432007,8.294565201,1702.921849
06-12-2018 15.40,1981.527954,9.198310852,2272.537735
06-12-2018 15.50,2195.239014,9.885949135,2719.124883
06-12-2018 16.00,2480.938965,10.36643028,2999.681169
06-12-2018 16.10,2497.564941,10.52511978,3077.680923
06-12-2018 16.20,2756.674072,11.42914963,3403.815048
06-12-2018 16.30,2825.01001,11.57242012,3439.204988
06-12-2018 16.40,2908.693115,11.60429955,3446.53686
